	Kingdom	Phylum	Class	Order	Family	Genus	Species	ASV_id	ASV_id	taxa_name
ASV2562	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae	g__Serendipita	Unknown	[2562]	ASV2562	g_Serendipita [2562]
ASV2563	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Lachnum	s__rhytismatis	[2563]	ASV2563	g_Lachnum s  rhytismatis [2563]
ASV2564	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Mycena	Unknown	[2564]	ASV2564	g_Mycena [2564]
ASV2565	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	Unknown	Unknown	Unknown	[2565]	ASV2565	o_Helotiales [2565]
ASV2566	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Sympoventuriaceae	g__Fusicladium	s__fagi	[2566]	ASV2566	g_Fusicladium s  fagi [2566]
ASV2567	k__Fungi	p__Ascomycota	c__Sordariomycetes	Unknown	Unknown	Unknown	Unknown	[2567]	ASV2567	c_Sordariomycetes [2567]
ASV2568	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Piskurozymaceae	g__Solicoccozyma	s__terrea	[2568]	ASV2568	g_Solicoccozyma s  terrea [2568]
ASV2569	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Podospora	Unknown	[2569]	ASV2569	g_Podospora [2569]
ASV2570	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2570]	ASV2570	p_Rozellomycota [2570]
ASV2571	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	f__Auriculariales_fam_Incertae_sedis	g__Oliveonia	s__pauxilla	[2571]	ASV2571	g_Oliveonia s  pauxilla [2571]
ASV2572	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	Unknown	Unknown	Unknown	[2572]	ASV2572	o_Hypocreales [2572]
ASV2573	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Arthrobotrys	Unknown	[2573]	ASV2573	g_Arthrobotrys [2573]
ASV2574	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	f__Hydnodontaceae	g__Trechispora	s__hymenocystis	[2574]	ASV2574	g_Trechispora s  hymenocystis [2574]
ASV2575	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Erythrobasidiales	f__Erythrobasidiales_fam_Incertae_sedis	g__Sakaguchia	s__lamellibrachiae	[2575]	ASV2575	g_Sakaguchia s  lamellibrachiae [2575]
ASV2576	k__Fungi	p__Ascomycota	c__Sordariomycetes	Unknown	Unknown	Unknown	Unknown	[2576]	ASV2576	c_Sordariomycetes [2576]
ASV2577	k__Fungi	p__Ascomycota	c__Laboulbeniomycetes	o__Pyxidiophorales	Unknown	Unknown	Unknown	[2577]	ASV2577	o_Pyxidiophorales [2577]
ASV2578	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	Unknown	Unknown	Unknown	[2578]	ASV2578	o_Helotiales [2578]
ASV2579	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	f__Terramycetaceae	g__Boothiomyces	s__macroporosum	[2579]	ASV2579	g_Boothiomyces s  macroporosum [2579]
ASV2580	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Clathrosphaerina	Unknown	[2580]	ASV2580	g_Clathrosphaerina [2580]
ASV2581	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	Unknown	Unknown	Unknown	[2581]	ASV2581	o_Sordariales [2581]
ASV2582	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2582]	ASV2582	p_Rozellomycota [2582]
ASV2583	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Phacidiales	f__Phacidiaceae	Unknown	Unknown	[2583]	ASV2583	f_Phacidiaceae [2583]
ASV2584	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	Unknown	Unknown	[2584]	ASV2584	f_Pyronemataceae [2584]
ASV2585	k__Fungi	p__Ascomycota	c__Sordariomycetes	Unknown	Unknown	Unknown	Unknown	[2585]	ASV2585	c_Sordariomycetes [2585]
ASV2586	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2586]	ASV2586	p_Rozellomycota [2586]
ASV2587	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Leptosphaeriaceae	g__Paraleptosphaeria	s__nitschkei	[2587]	ASV2587	g_Paraleptosphaeria s  nitschkei [2587]
ASV2588	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Tubeufiales	f__Tubeufiaceae	Unknown	Unknown	[2588]	ASV2588	f_Tubeufiaceae [2588]
ASV2589	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Cephalothecaceae	Unknown	Unknown	[2589]	ASV2589	f_Cephalothecaceae [2589]
ASV2590	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Exophiala	s__lignicola	[2590]	ASV2590	g_Exophiala s  lignicola [2590]
ASV2591	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2591]	ASV2591	p_Rozellomycota [2591]
ASV2592	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Rhytismatales	f__Rhytismataceae	g__Lophodermium	s__herbarum	[2592]	ASV2592	g_Lophodermium s  herbarum [2592]
ASV2593	k__Fungi	p__Ascomycota	c__Leotiomycetes	Unknown	Unknown	Unknown	Unknown	[2593]	ASV2593	c_Leotiomycetes [2593]
ASV2594	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Mrakiaceae	g__Mrakia	s__frigida	[2594]	ASV2594	g_Mrakia s  frigida [2594]
ASV2595	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Sympoventuriaceae	g__Fusicladium	s__fagi	[2595]	ASV2595	g_Fusicladium s  fagi [2595]
ASV2596	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleraceae	g__Genolevuria	s__armeniaca	[2596]	ASV2596	g_Genolevuria s  armeniaca [2596]
ASV2597	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2597]	ASV2597	p_Rozellomycota [2597]
ASV2598	k__Fungi	p__Chytridiomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2598]	ASV2598	p_Chytridiomycota [2598]
ASV2599	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2599]	ASV2599	p_Rozellomycota [2599]
ASV2600	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	Unknown	Unknown	Unknown	[2600]	ASV2600	o_Orbiliales [2600]
ASV2601	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2601]	ASV2601	p_Ascomycota [2601]
ASV2602	k__Fungi	p__Mucoromycota	c__Umbelopsidomycetes	o__Umbelopsidales	f__Umbelopsidaceae	g__Umbelopsis	s__angularis	[2602]	ASV2602	g_Umbelopsis s  angularis [2602]
ASV2603	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Capronia	Unknown	[2603]	ASV2603	g_Capronia [2603]
ASV2604	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Filobasidiaceae	g__Filobasidium	Unknown	[2604]	ASV2604	g_Filobasidium [2604]
ASV2605	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2605]	ASV2605	p_Ascomycota [2605]
ASV2606	k__Fungi	p__Chytridiomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2606]	ASV2606	p_Chytridiomycota [2606]
ASV2607	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2607]	ASV2607	p_Ascomycota [2607]
ASV2608	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Tylosporaceae	g__Tylospora	s__asterophora	[2608]	ASV2608	g_Tylospora s  asterophora [2608]
ASV2609	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Venturiaceae	g__Sympodiella	Unknown	[2609]	ASV2609	g_Sympodiella [2609]
ASV2610	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__psychrotolerans	[2610]	ASV2610	g_Vishniacozyma s  psychrotolerans [2610]
ASV2611	k__Fungi	p__Rozellomycota	c__Rozellomycotina_cls_Incertae_sedis	o__Branch03	Unknown	Unknown	Unknown	[2611]	ASV2611	o_Branch03 [2611]
ASV2612	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	Unknown	Unknown	[2612]	ASV2612	f_Phaeosphaeriaceae [2612]
ASV2613	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2613]	ASV2613	p_Ascomycota [2613]
ASV2614	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2614]	ASV2614	p_Ascomycota [2614]
ASV2615	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Irpicaceae	g__Ceriporia	s__reticulata	[2615]	ASV2615	g_Ceriporia s  reticulata [2615]
ASV2616	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	Unknown	Unknown	Unknown	[2616]	ASV2616	o_Helotiales [2616]
ASV2617	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2617]	ASV2617	p_Rozellomycota [2617]
ASV2618	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Cladophialophora	s__minutissima	[2618]	ASV2618	g_Cladophialophora s  minutissima [2618]
ASV2619	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2619]	ASV2619	p_Ascomycota [2619]
ASV2620	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2620]	ASV2620	p_Rozellomycota [2620]
ASV2621	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	Unknown	Unknown	Unknown	[2621]	ASV2621	o_Helotiales [2621]
ASV2622	k__Fungi	p__Rozellomycota	c__Rozellomycotina_cls_Incertae_sedis	o__GS10	Unknown	Unknown	Unknown	[2622]	ASV2622	o_Rozellomycotina GS10 [2622]
ASV2623	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	f__Hydnodontaceae	g__Trechispora	s__byssinella	[2623]	ASV2623	g_Trechispora s  byssinella [2623]
ASV2624	k__Fungi	p__Basidiomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2624]	ASV2624	p_Basidiomycota [2624]
ASV2625	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Cordycipitaceae	g__Beauveria	s__bassiana	[2625]	ASV2625	g_Beauveria s  bassiana [2625]
ASV2626	k__Fungi	p__Kickxellomycota	c__Kickxellomycetes	o__Kickxellales	f__Kickxellaceae	g__Spiromyces	s__aspiralis	[2626]	ASV2626	g_Spiromyces s  aspiralis [2626]
ASV2627	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2627]	ASV2627	p_Ascomycota [2627]
ASV2628	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Talaromyces	s__aculeatus	[2628]	ASV2628	g_Talaromyces s  aculeatus [2628]
ASV2629	k__Fungi	p__Ascomycota	c__Archaeorhizomycetes	o__Archaeorhizomycetales	f__Archaeorhizomycetaceae	g__Archaeorhizomyces	Unknown	[2629]	ASV2629	g_Archaeorhizomyces [2629]
ASV2630	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Chaetosphaeriales	f__Chaetosphaeriaceae	g__Chaetosphaeria	s__guttulata	[2630]	ASV2630	g_Chaetosphaeria s  guttulata [2630]
ASV2631	k__Fungi	p__Ascomycota	c__Lecanoromycetes	Unknown	Unknown	Unknown	Unknown	[2631]	ASV2631	c_Lecanoromycetes [2631]
ASV2632	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	Unknown	Unknown	Unknown	[2632]	ASV2632	o_Hymenochaetales [2632]
ASV2633	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__elongatula	[2633]	ASV2633	g_Mortierella s  elongatula [2633]
ASV2634	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	Unknown	Unknown	Unknown	[2634]	ASV2634	o_Helotiales [2634]
ASV2635	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2635]	ASV2635	p_Rozellomycota [2635]
ASV2636	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Vibrisseaceae	g__Phialocephala	s__humicola	[2636]	ASV2636	g_Phialocephala s  humicola [2636]
ASV2637	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	Unknown	Unknown	Unknown	[2637]	ASV2637	o_Chaetothyriales [2637]
ASV2638	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	Unknown	Unknown	Unknown	[2638]	ASV2638	o_Hypocreales [2638]
ASV2639	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lophiostomataceae	g__Biappendiculispora	Unknown	[2639]	ASV2639	g_Biappendiculispora [2639]
ASV2640	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2640]	ASV2640	p_Ascomycota [2640]
ASV2641	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae	g__Clavulinopsis	Unknown	[2641]	ASV2641	g_Clavulinopsis [2641]
ASV2642	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	f__Auriculariaceae	g__Auricularia	Unknown	[2642]	ASV2642	g_Auricularia [2642]
ASV2643	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	Unknown	[2643]	ASV2643	g_Neocucurbitaria [2643]
ASV2644	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2644]	ASV2644	p_Ascomycota [2644]
ASV2645	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	g__Ceratobasidium	Unknown	[2645]	ASV2645	g_Ceratobasidium [2645]
ASV2646	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Piskurozymaceae	g__Piskurozyma	s__taiwanensis	[2646]	ASV2646	g_Piskurozyma s  taiwanensis [2646]
ASV2647	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2647]	ASV2647	p_Ascomycota [2647]
ASV2648	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2648]	ASV2648	p_Rozellomycota [2648]
ASV2649	k__Fungi	p__Ascomycota	c__Sordariomycetes	Unknown	Unknown	Unknown	Unknown	[2649]	ASV2649	c_Sordariomycetes [2649]
ASV2650	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	Unknown	Unknown	Unknown	[2650]	ASV2650	o_Hypocreales [2650]
ASV2651	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Mycosymbioces	Unknown	[2651]	ASV2651	g_Mycosymbioces [2651]
ASV2652	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2652]	ASV2652	p_Ascomycota [2652]
ASV2653	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2653]	ASV2653	p_Ascomycota [2653]
ASV2654	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Phacidiales	f__Phacidiaceae	Unknown	Unknown	[2654]	ASV2654	f_Phacidiaceae [2654]
ASV2655	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Glomus	s__tetrastratosum	[2655]	ASV2655	g_Glomus s  tetrastratosum [2655]
ASV2656	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2656]	ASV2656	p_Rozellomycota [2656]
ASV2657	k__Fungi	p__Kickxellomycota	c__Kickxellomycetes	o__Kickxellales	f__Kickxellaceae	g__Spiromyces	s__aspiralis	[2657]	ASV2657	g_Spiromyces s  aspiralis [2657]
ASV2658	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Rhytismatales	f__Cudoniaceae	g__Spathularia	Unknown	[2658]	ASV2658	g_Spathularia [2658]
ASV2659	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__beljakovae	[2659]	ASV2659	g_Mortierella s  beljakovae [2659]
ASV2660	k__Fungi	p__Ascomycota	c__Archaeorhizomycetes	o__Archaeorhizomycetales	f__Archaeorhizomycetaceae	g__Archaeorhizomyces	Unknown	[2660]	ASV2660	g_Archaeorhizomyces [2660]
ASV2661	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Phacidiales	f__Phacidiaceae	Unknown	Unknown	[2661]	ASV2661	f_Phacidiaceae [2661]
ASV2662	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Halosphaeriaceae	g__Cirrenalia	s__iberica	[2662]	ASV2662	g_Cirrenalia s  iberica [2662]
ASV2663	k__Fungi	p__Ascomycota	c__Taphrinomycetes	o__Taphrinales	f__Taphrinaceae	g__Taphrina	s__tormentillae	[2663]	ASV2663	g_Taphrina s  tormentillae [2663]
ASV2664	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	Unknown	Unknown	Unknown	[2664]	ASV2664	o_Sebacinales [2664]
ASV2665	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Mycosphaerellaceae	g__Zymoseptoria	Unknown	[2665]	ASV2665	g_Zymoseptoria [2665]
ASV2666	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Chaetosphaeriales	f__Chaetosphaeriaceae	g__Chaetosphaeria	s__myriocarpa	[2666]	ASV2666	g_Chaetosphaeria s  myriocarpa [2666]
ASV2667	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2667]	ASV2667	p_Ascomycota [2667]
ASV2668	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2668]	ASV2668	p_Ascomycota [2668]
ASV2669	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	Unknown	[2669]	ASV2669	g_Mortierella [2669]
ASV2670	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae	g__Ramariopsis	s__crocea	[2670]	ASV2670	g_Ramariopsis s  crocea [2670]
ASV2671	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae	Unknown	Unknown	[2671]	ASV2671	f_Clavariaceae [2671]
ASV2672	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	Unknown	Unknown	Unknown	[2672]	ASV2672	o_Agaricales [2672]
ASV2673	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	Unknown	Unknown	Unknown	[2673]	ASV2673	o_Capnodiales [2673]
ASV2674	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	Unknown	Unknown	Unknown	[2674]	ASV2674	o_Helotiales [2674]
ASV2675	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Venturiaceae	g__Sympodiella	s__quercina	[2675]	ASV2675	g_Sympodiella s  quercina [2675]
ASV2676	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Amphisphaeriaceae	g__Brachysporiella	s__navarrica	[2676]	ASV2676	g_Brachysporiella s  navarrica [2676]
ASV2677	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Thelebolales	f__Pseudeurotiaceae	g__Pseudogymnoascus	s__destructans	[2677]	ASV2677	g_Pseudogymnoascus s  destructans [2677]
ASV2678	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2678]	ASV2678	p_Rozellomycota [2678]
ASV2679	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Dermateaceae	Unknown	Unknown	[2679]	ASV2679	f_Dermateaceae [2679]
ASV2680	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	Unknown	Unknown	Unknown	[2680]	ASV2680	o_Capnodiales [2680]
ASV2681	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	Unknown	Unknown	Unknown	[2681]	ASV2681	o_Capnodiales [2681]
ASV2682	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae	g__Bryochiton	s__monascus	[2682]	ASV2682	g_Bryochiton s  monascus [2682]
ASV2683	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Melanommataceae	g__Alpinaria	Unknown	[2683]	ASV2683	g_Alpinaria [2683]
ASV2684	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2684]	ASV2684	p_Ascomycota [2684]
ASV2685	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Cortinariaceae	g__Cortinarius	s__suberi	[2685]	ASV2685	g_Cortinarius s  suberi [2685]
ASV2686	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	Unknown	Unknown	Unknown	[2686]	ASV2686	o_Helotiales [2686]
ASV2687	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	Unknown	Unknown	Unknown	[2687]	ASV2687	o_Capnodiales [2687]
ASV2688	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	Unknown	Unknown	[2688]	ASV2688	f_Nectriaceae [2688]
ASV2689	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2689]	ASV2689	p_Rozellomycota [2689]
ASV2690	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Extremaceae	Unknown	Unknown	[2690]	ASV2690	f_Extremaceae [2690]
ASV2691	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Leotiales	f__Mniaeciaceae	g__Epithamnolia	s__rangiferinae	[2691]	ASV2691	g_Epithamnolia s  rangiferinae [2691]
ASV2692	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2692]	ASV2692	p_Ascomycota [2692]
ASV2693	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2693]	ASV2693	p_Ascomycota [2693]
ASV2694	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	Unknown	Unknown	Unknown	[2694]	ASV2694	o_Hypocreales [2694]
ASV2695	k__Fungi	p__Blastocladiomycota	c__Blastocladiomycetes	o__GS15	Unknown	Unknown	Unknown	[2695]	ASV2695	o_Blastocladiomycetes GS15 [2695]
ASV2696	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliales_fam_Incertae_sedis	g__Lecophagus	Unknown	[2696]	ASV2696	g_Lecophagus [2696]
ASV2697	k__Fungi	p__Basidiomycota	c__Pucciniomycetes	o__Platygloeales	f__Platygloeaceae	Unknown	Unknown	[2697]	ASV2697	f_Platygloeaceae [2697]
ASV2698	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleomassariaceae	g__Prosthemium	s__stellare	[2698]	ASV2698	g_Prosthemium s  stellare [2698]
ASV2699	k__Fungi	p__Monoblepharomycota	c__Sanchytriomycetes	o__Sanchytriales	f__Sanchytriaceae	Unknown	Unknown	[2699]	ASV2699	f_Sanchytriaceae [2699]
ASV2700	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Glomus	s__macrocarpum	[2700]	ASV2700	g_Glomus s  macrocarpum [2700]
ASV2701	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Dioszegia	s__patagonica	[2701]	ASV2701	g_Dioszegia s  patagonica [2701]
ASV2702	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Cyphellophoraceae	Unknown	Unknown	[2702]	ASV2702	f_Cyphellophoraceae [2702]
ASV2703	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	Unknown	Unknown	[2703]	ASV2703	f_Orbiliaceae [2703]
ASV2704	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Fomitopsidaceae	g__Dacryobolus	s__sudans	[2704]	ASV2704	g_Dacryobolus s  sudans [2704]
ASV2705	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2705]	ASV2705	p_Rozellomycota [2705]
ASV2706	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Vibrisseaceae	g__Phialocephala	Unknown	[2706]	ASV2706	g_Phialocephala [2706]
ASV2707	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Chaetosphaeriales	f__Chaetosphaeriaceae	g__Dinemasporium	Unknown	[2707]	ASV2707	g_Dinemasporium [2707]
ASV2708	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Russulaceae	g__Russula	s__paludosa	[2708]	ASV2708	g_Russula s  paludosa [2708]
ASV2709	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2709]	ASV2709	p_Ascomycota [2709]
ASV2710	k__Fungi	p__Ascomycota	c__Taphrinomycetes	o__Taphrinales	f__Taphrinaceae	g__Taphrina	s__robinsoniana	[2710]	ASV2710	g_Taphrina s  robinsoniana [2710]
ASV2711	k__Fungi	p__Rozellomycota	c__Rozellomycotina_cls_Incertae_sedis	o__GS05	Unknown	Unknown	Unknown	[2711]	ASV2711	o_Rozellomycotina GS05 [2711]
ASV2712	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Sclerotiniaceae	g__Botrytis	Unknown	[2712]	ASV2712	g_Botrytis [2712]
ASV2713	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	Unknown	Unknown	Unknown	[2713]	ASV2713	o_Helotiales [2713]
ASV2714	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	Unknown	Unknown	Unknown	[2714]	ASV2714	o_Helotiales [2714]
ASV2715	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	Unknown	[2715]	ASV2715	g_Mortierella [2715]
ASV2716	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2716]	ASV2716	p_Ascomycota [2716]
ASV2717	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Cystobasidiomycetes_ord_Incertae_sedis	f__Symmetrosporaceae	g__Symmetrospora	s__oryzicola	[2717]	ASV2717	g_Symmetrospora s  oryzicola [2717]
